state,year,period,value,footnotes
Georgia,2016,M12,5.2,Reflects revised population controls and model reestimation.
Georgia,2016,M11,5.1,Reflects revised population controls and model reestimation.
Georgia,2016,M10,5.6,Reflects revised population controls and model reestimation.
Georgia,2016,M09,5.5,Reflects revised population controls and model reestimation.
Georgia,2016,M08,5.6,Reflects revised population controls and model reestimation.
Georgia,2016,M07,5.7,Reflects revised population controls and model reestimation.
Georgia,2016,M06,5.6,Reflects revised population controls and model reestimation.
Georgia,2016,M05,4.9,Reflects revised population controls and model reestimation.
Georgia,2016,M04,5.0,Reflects revised population controls and model reestimation.
Georgia,2016,M03,5.3,Reflects revised population controls and model reestimation.
Georgia,2016,M02,5.4,Reflects revised population controls and model reestimation.
Georgia,2016,M01,5.5,Reflects revised population controls and model reestimation.
Georgia,2015,M12,5.4,Reflects revised population controls and model reestimation.
Georgia,2015,M11,5.4,Reflects revised population controls and model reestimation.
Georgia,2015,M10,5.7,Reflects revised population controls and model reestimation.
Georgia,2015,M09,5.7,Reflects revised population controls and model reestimation.
Georgia,2015,M08,6.0,Reflects revised population controls and model reestimation.
Georgia,2015,M07,6.4,Reflects revised population controls and model reestimation.
Georgia,2015,M06,6.4,Reflects revised population controls and model reestimation.
Georgia,2015,M05,6.1,Reflects revised population controls and model reestimation.
Georgia,2015,M04,5.7,Reflects revised population controls and model reestimation.
Georgia,2015,M03,6.0,Reflects revised population controls and model reestimation.
Georgia,2015,M02,6.3,Reflects revised population controls and model reestimation.
Georgia,2015,M01,6.5,Reflects revised population controls and model reestimation.
Georgia,2014,M12,6.1,Reflects revised population controls and model reestimation.
Georgia,2014,M11,6.3,Reflects revised population controls and model reestimation.
Georgia,2014,M10,6.7,Reflects revised population controls and model reestimation.
Georgia,2014,M09,6.9,Reflects revised population controls and model reestimation.
Georgia,2014,M08,7.7,Reflects revised population controls and model reestimation.
Georgia,2014,M07,8.0,Reflects revised population controls and model reestimation.
Georgia,2014,M06,7.6,Reflects revised population controls and model reestimation.
Georgia,2014,M05,7.2,Reflects revised population controls and model reestimation.
Georgia,2014,M04,6.6,Reflects revised population controls and model reestimation.
Georgia,2014,M03,7.3,Reflects revised population controls and model reestimation.
Georgia,2014,M02,7.5,Reflects revised population controls and model reestimation.
Georgia,2014,M01,7.4,Reflects revised population controls and model reestimation.
Georgia,2013,M12,7.3,Reflects revised population controls and model reestimation.
Georgia,2013,M11,7.3,Reflects revised population controls and model reestimation.
Georgia,2013,M10,8.0,Reflects revised population controls and model reestimation.
Georgia,2013,M09,7.9,Reflects revised population controls and model reestimation.
Georgia,2013,M08,8.3,Reflects revised population controls and model reestimation.
Georgia,2013,M07,8.8,Reflects revised population controls and model reestimation.
Georgia,2013,M06,9.0,Reflects revised population controls and model reestimation.
Georgia,2013,M05,8.2,Reflects revised population controls and model reestimation.
Georgia,2013,M04,7.8,Reflects revised population controls and model reestimation.
Georgia,2013,M03,8.2,Reflects revised population controls and model reestimation.
Georgia,2013,M02,8.7,Reflects revised population controls and model reestimation.
Georgia,2013,M01,9.2,Reflects revised population controls and model reestimation.
Georgia,2012,M12,8.7,Reflects revised population controls and model reestimation.
Georgia,2012,M11,8.4,Reflects revised population controls and model reestimation.
Georgia,2012,M10,8.8,Reflects revised population controls and model reestimation.
Georgia,2012,M09,8.7,Reflects revised population controls and model reestimation.
Georgia,2012,M08,9.4,Reflects revised population controls and model reestimation.
Georgia,2012,M07,9.8,Reflects revised population controls and model reestimation.
Georgia,2012,M06,9.7,Reflects revised population controls and model reestimation.
Georgia,2012,M05,9.0,Reflects revised population controls and model reestimation.
Georgia,2012,M04,8.8,Reflects revised population controls and model reestimation.
Georgia,2012,M03,9.3,Reflects revised population controls and model reestimation.
Georgia,2012,M02,9.7,Reflects revised population controls and model reestimation.
Georgia,2012,M01,9.8,Reflects revised population controls and model reestimation.
Georgia,2011,M12,9.7,
Georgia,2011,M11,9.5,
Georgia,2011,M10,10.1,
Georgia,2011,M09,10.4,
Georgia,2011,M08,10.6,
Georgia,2011,M07,10.7,
Georgia,2011,M06,10.8,
Georgia,2011,M05,10.0,
Georgia,2011,M04,9.7,
Georgia,2011,M03,10.0,
Georgia,2011,M02,10.4,
Georgia,2011,M01,10.8,
