state,year,period,value,footnotes
South Dakota,2016,M12,3.1,Reflects revised population controls and model reestimation.
South Dakota,2016,M11,2.7,Reflects revised population controls and model reestimation.
South Dakota,2016,M10,2.4,Reflects revised population controls and model reestimation.
South Dakota,2016,M09,2.5,Reflects revised population controls and model reestimation.
South Dakota,2016,M08,2.7,Reflects revised population controls and model reestimation.
South Dakota,2016,M07,2.6,Reflects revised population controls and model reestimation.
South Dakota,2016,M06,2.8,Reflects revised population controls and model reestimation.
South Dakota,2016,M05,2.6,Reflects revised population controls and model reestimation.
South Dakota,2016,M04,2.7,Reflects revised population controls and model reestimation.
South Dakota,2016,M03,3.2,Reflects revised population controls and model reestimation.
South Dakota,2016,M02,3.3,Reflects revised population controls and model reestimation.
South Dakota,2016,M01,3.3,Reflects revised population controls and model reestimation.
South Dakota,2015,M12,2.9,Reflects revised population controls and model reestimation.
South Dakota,2015,M11,2.6,Reflects revised population controls and model reestimation.
South Dakota,2015,M10,2.4,Reflects revised population controls and model reestimation.
South Dakota,2015,M09,2.6,Reflects revised population controls and model reestimation.
South Dakota,2015,M08,2.8,Reflects revised population controls and model reestimation.
South Dakota,2015,M07,2.8,Reflects revised population controls and model reestimation.
South Dakota,2015,M06,3.0,Reflects revised population controls and model reestimation.
South Dakota,2015,M05,3.1,Reflects revised population controls and model reestimation.
South Dakota,2015,M04,3.2,Reflects revised population controls and model reestimation.
South Dakota,2015,M03,3.8,Reflects revised population controls and model reestimation.
South Dakota,2015,M02,3.8,Reflects revised population controls and model reestimation.
South Dakota,2015,M01,3.9,Reflects revised population controls and model reestimation.
South Dakota,2014,M12,3.5,Reflects revised population controls and model reestimation.
South Dakota,2014,M11,3.3,Reflects revised population controls and model reestimation.
South Dakota,2014,M10,2.8,Reflects revised population controls and model reestimation.
South Dakota,2014,M09,2.9,Reflects revised population controls and model reestimation.
South Dakota,2014,M08,3.1,Reflects revised population controls and model reestimation.
South Dakota,2014,M07,3.0,Reflects revised population controls and model reestimation.
South Dakota,2014,M06,3.2,Reflects revised population controls and model reestimation.
South Dakota,2014,M05,3.3,Reflects revised population controls and model reestimation.
South Dakota,2014,M04,3.6,Reflects revised population controls and model reestimation.
South Dakota,2014,M03,4.1,Reflects revised population controls and model reestimation.
South Dakota,2014,M02,4.2,Reflects revised population controls and model reestimation.
South Dakota,2014,M01,4.2,Reflects revised population controls and model reestimation.
South Dakota,2013,M12,3.6,Reflects revised population controls and model reestimation.
South Dakota,2013,M11,3.5,Reflects revised population controls and model reestimation.
South Dakota,2013,M10,3.3,Reflects revised population controls and model reestimation.
South Dakota,2013,M09,3.3,Reflects revised population controls and model reestimation.
South Dakota,2013,M08,3.5,Reflects revised population controls and model reestimation.
South Dakota,2013,M07,3.4,Reflects revised population controls and model reestimation.
South Dakota,2013,M06,3.6,Reflects revised population controls and model reestimation.
South Dakota,2013,M05,3.6,Reflects revised population controls and model reestimation.
South Dakota,2013,M04,4.0,Reflects revised population controls and model reestimation.
South Dakota,2013,M03,4.4,Reflects revised population controls and model reestimation.
South Dakota,2013,M02,4.6,Reflects revised population controls and model reestimation.
South Dakota,2013,M01,4.6,Reflects revised population controls and model reestimation.
South Dakota,2012,M12,4.1,Reflects revised population controls and model reestimation.
South Dakota,2012,M11,3.9,Reflects revised population controls and model reestimation.
South Dakota,2012,M10,3.7,Reflects revised population controls and model reestimation.
South Dakota,2012,M09,3.9,Reflects revised population controls and model reestimation.
South Dakota,2012,M08,4.1,Reflects revised population controls and model reestimation.
South Dakota,2012,M07,4.0,Reflects revised population controls and model reestimation.
South Dakota,2012,M06,4.2,Reflects revised population controls and model reestimation.
South Dakota,2012,M05,4.2,Reflects revised population controls and model reestimation.
South Dakota,2012,M04,4.3,Reflects revised population controls and model reestimation.
South Dakota,2012,M03,4.9,Reflects revised population controls and model reestimation.
South Dakota,2012,M02,5.0,Reflects revised population controls and model reestimation.
South Dakota,2012,M01,5.0,Reflects revised population controls and model reestimation.
South Dakota,2011,M12,4.5,
South Dakota,2011,M11,4.2,
South Dakota,2011,M10,3.9,
South Dakota,2011,M09,4.1,
South Dakota,2011,M08,4.4,
South Dakota,2011,M07,4.3,
South Dakota,2011,M06,4.6,
South Dakota,2011,M05,4.6,
South Dakota,2011,M04,4.9,
South Dakota,2011,M03,5.8,
South Dakota,2011,M02,5.8,
South Dakota,2011,M01,5.8,
South Dakota,2010,M12,5.1,
South Dakota,2010,M11,4.6,
South Dakota,2010,M10,4.3,
South Dakota,2010,M09,4.4,
South Dakota,2010,M08,4.7,
South Dakota,2010,M07,4.6,
South Dakota,2010,M06,4.7,
South Dakota,2010,M05,4.8,
South Dakota,2010,M04,4.9,
South Dakota,2010,M03,5.9,
South Dakota,2010,M02,5.9,
South Dakota,2010,M01,5.9,
South Dakota,2009,M12,5.3,
South Dakota,2009,M11,4.7,
South Dakota,2009,M10,4.5,
South Dakota,2009,M09,4.4,
South Dakota,2009,M08,4.7,
South Dakota,2009,M07,4.7,
South Dakota,2009,M06,4.9,
South Dakota,2009,M05,4.9,
South Dakota,2009,M04,5.2,
South Dakota,2009,M03,5.6,
South Dakota,2009,M02,5.2,
South Dakota,2009,M01,5.0,
South Dakota,2008,M12,3.9,
South Dakota,2008,M11,3.4,
South Dakota,2008,M10,3.0,
South Dakota,2008,M09,2.9,
South Dakota,2008,M08,3.0,
South Dakota,2008,M07,2.8,
South Dakota,2008,M06,2.8,
South Dakota,2008,M05,2.7,
South Dakota,2008,M04,2.8,
