state,year,period,value,footnotes
Nebraska,2016,M12,975523,Reflects revised population controls and model reestimation.
Nebraska,2016,M11,982252,Reflects revised population controls and model reestimation.
Nebraska,2016,M10,980866,Reflects revised population controls and model reestimation.
Nebraska,2016,M09,972794,Reflects revised population controls and model reestimation.
Nebraska,2016,M08,980852,Reflects revised population controls and model reestimation.
Nebraska,2016,M07,990957,Reflects revised population controls and model reestimation.
Nebraska,2016,M06,987406,Reflects revised population controls and model reestimation.
Nebraska,2016,M05,983072,Reflects revised population controls and model reestimation.
Nebraska,2016,M04,980010,Reflects revised population controls and model reestimation.
Nebraska,2016,M03,974776,Reflects revised population controls and model reestimation.
Nebraska,2016,M02,970082,Reflects revised population controls and model reestimation.
Nebraska,2016,M01,964218,Reflects revised population controls and model reestimation.
Nebraska,2015,M12,975368,Reflects revised population controls and model reestimation.
Nebraska,2015,M11,980482,Reflects revised population controls and model reestimation.
Nebraska,2015,M10,980598,Reflects revised population controls and model reestimation.
Nebraska,2015,M09,972464,Reflects revised population controls and model reestimation.
Nebraska,2015,M08,981588,Reflects revised population controls and model reestimation.
Nebraska,2015,M07,990446,Reflects revised population controls and model reestimation.
Nebraska,2015,M06,986747,Reflects revised population controls and model reestimation.
Nebraska,2015,M05,981931,Reflects revised population controls and model reestimation.
Nebraska,2015,M04,978898,Reflects revised population controls and model reestimation.
Nebraska,2015,M03,972025,Reflects revised population controls and model reestimation.
Nebraska,2015,M02,968416,Reflects revised population controls and model reestimation.
Nebraska,2015,M01,963068,Reflects revised population controls and model reestimation.
Nebraska,2014,M12,973891,Reflects revised population controls and model reestimation.
Nebraska,2014,M11,979470,Reflects revised population controls and model reestimation.
Nebraska,2014,M10,980217,Reflects revised population controls and model reestimation.
Nebraska,2014,M09,972189,Reflects revised population controls and model reestimation.
Nebraska,2014,M08,980701,Reflects revised population controls and model reestimation.
Nebraska,2014,M07,990325,Reflects revised population controls and model reestimation.
Nebraska,2014,M06,987744,Reflects revised population controls and model reestimation.
Nebraska,2014,M05,983797,Reflects revised population controls and model reestimation.
Nebraska,2014,M04,980852,Reflects revised population controls and model reestimation.
Nebraska,2014,M03,974961,Reflects revised population controls and model reestimation.
Nebraska,2014,M02,971331,Reflects revised population controls and model reestimation.
Nebraska,2014,M01,966020,Reflects revised population controls and model reestimation.
